2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Acctg Tech,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Comp Tech,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Comp Tech-L,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Credit/Col Spec,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Engr Estimator,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Engr Estimator,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Fld Svcs Rep,7,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Install/Rep,11,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Install/Rep Ast,1,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Install/Rep-L,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Locator,3,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Mkt Analyst,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Rate Analyst,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Util Syst Oper,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utilities Compliance Manager,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utilities Supervisor,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utility Key Account Rep - S,3,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utl Install Repair Lead-Welding Cert,2,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utl Install Repair-Welding Cert,3,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Utl Syst Tech,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Warehouse Supv,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Water Meter Rep Asst,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Water Meter Repair,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Water Sys Oper II,5,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Wqc Plt Oper I,0,0
2009,Enterprise Funds,Electric Fund,Utilities,Administration,Wtr Mtr Crs Cn Tec,2,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Accountant,0.75,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Acct Spec,2.5,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Admin Assistant,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Administrative Associate I,2,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Administrative Associate II,7,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assistant Director Utilities Engineering,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assistant Director Utilities Operations,1,0
2010,Enterprise Funds,Electric Fund,Utilities,Administration,Assistant Director Utl Cust Support Svs,1,0
